0.00	5.00	詞曲 李宗盛
21.00	24.00	我竟然沒有掉頭
24.00	28.00	最殘忍那一刻
28.00	31.00	靜靜看你走
31.00	35.00	一點都不像我
37.00	41.00	原來人會變得溫柔
41.00	44.00	是透徹的懂了
44.00	47.00	愛情是流動的
47.00	49.00	不由人的
49.00	54.00	何必激動著要理由
54.00	57.00	相信你只是怕傷害我
57.00	59.00	不是騙我
59.00	63.00	但愛過誰會捨得
63.00	66.00	把我的夢咬醒了
66.00	70.00	宣佈幸福不會來了
70.00	73.00	用心酸微笑去點亮了
73.00	75.00	也翻閱了
75.00	79.00	有昨天還是好的
79.00	82.00	但明天是自己的
82.00	86.00	開始懂了
86.00	91.00	快樂是選擇
107.00	110.00	我竟然沒有掉頭
110.00	113.00	最殘忍那一刻
113.00	116.00	靜靜看你走
116.00	120.00	一點都不像我
123.00	126.00	原來人會變得溫柔
126.00	129.00	是透徹的懂了
129.00	132.00	愛情是流動的
132.00	134.00	不由人的
134.00	139.00	何必激動著要理由
139.00	142.00	相信你只是怕傷害我
143.00	145.00	不是騙我
145.00	149.00	但愛過誰會捨得
149.00	152.00	把我的夢咬醒了
152.00	156.00	宣佈幸福不會來了
156.00	159.00	用心酸微笑去點亮了
159.00	161.00	也翻閱了
161.00	165.00	有昨天還是好的
165.00	168.00	但明天是自己的
168.00	172.00	開始懂了
172.00	176.00	快樂是選擇
199.00	202.00	也相信你只是怕傷害我
202.00	204.00	不是騙我
204.00	208.00	但愛過誰會捨得
208.00	211.00	把我的夢咬醒了
211.00	215.00	宣佈幸福不會來了
215.00	218.00	用心酸微笑去點亮了
218.00	220.00	也翻閱了
220.00	223.00	有昨天還是好的
223.00	226.00	但明天是自己的
226.00	229.00	開始懂了
229.00	231.00	快樂是選擇
256.00	259.00	由 Amara.org 社群提供的字幕
